Stock,Algorithm,Estimators,Depth,Distance_function,Model_Score,No_of_features,Future_day,C,degree,No_of_neighbors,Our_test_score
 APH,KNN,-1,-1,chebyshev,19,0.6366594360086768,60,-1,-1,5,47
 APH,ZR,-1,-1,0,0,0.5878524945770065,60,-1,-1,-1,22
 APH,SVM,-1,-1,linear,10,0.6050328227571116,70,5,-1,-1,15
 APH,KNN,-1,-1,chebyshev,14,0.6597374179431073,70,-1,-1,5,57
 APH,ZR,-1,-1,0,0,0.611597374179431,70,-1,-1,-1,14
 APH,SVM,-1,-1,linear,10,0.6390728476821192,80,100,-1,-1,31
 APH,KNN,-1,-1,hamming,22,0.5132450331125827,80,-1,-1,3,54
 APH,ZR,-1,-1,0,0,0.6114790286975718,80,-1,-1,-1,30
 APH,SVM,-1,-1,linear,10,0.6325167037861915,90,1,-1,-1,68
 APH,KNN,-1,-1,euclidean,12,0.7717149220489977,90,-1,-1,11,71
 APH,ZR,-1,-1,0,0,0.6024498886414253,90,-1,-1,-1,69
 APH,SVM,-1,-1,linear,10,0.604494382022472,100,0.5,-1,-1,68
 APH,KNN,-1,-1,hamming,10,0.5988764044943821,100,-1,-1,3,79
 APH,ZR,-1,-1,0,0,0.596629213483146,100,-1,-1,-1,68
 LAZ,SVM,-1,-1,linear,10,0.5375552282768777,10,0.5,-1,-1,6
 LAZ,KNN,-1,-1,braycurtis,21,0.5390279823269514,10,-1,-1,3,10
 LAZ,ZR,-1,-1,0,0,0.4845360824742268,10,-1,-1,-1,4
 LAZ,SVM,-1,-1,linear,10,0.5901639344262295,20,1,-1,-1,8
 LAZ,KNN,-1,-1,braycurtis,13,0.6423248882265276,20,-1,-1,11,18
 LAZ,ZR,-1,-1,0,0,0.5052160953800298,20,-1,-1,-1,10
 LAZ,SVM,-1,-1,linear,10,0.6018099547511312,30,0.5,-1,-1,19
 LAZ,KNN,-1,-1,euclidean,19,0.6048265460030166,30,-1,-1,3,22
 LAZ,ZR,-1,-1,0,0,0.5520361990950227,30,-1,-1,-1,18
 LAZ,SVM,-1,-1,linear,10,0.5984732824427481,40,5,-1,-1,18
 LAZ,KNN,-1,-1,euclidean,18,0.6473282442748092,40,-1,-1,3,29
 LAZ,ZR,-1,-1,0,0,0.5709923664122137,40,-1,-1,-1,21
 LAZ,SVM,-1,-1,linear,10,0.5904173106646059,50,100,-1,-1,19
 LAZ,KNN,-1,-1,chebyshev,21,0.5548686244204019,50,-1,-1,11,34
 LAZ,ZR,-1,-1,0,0,0.5363214837712519,50,-1,-1,-1,27
 LAZ,SVM,-1,-1,linear,10,0.5899843505477308,60,100,-1,-1,28
 LAZ,KNN,-1,-1,chebyshev,11,0.594679186228482,60,-1,-1,11,45
 LAZ,ZR,-1,-1,0,0,0.5320813771517997,60,-1,-1,-1,18
 LAZ,SVM,-1,-1,linear,10,0.5927099841521395,70,0.5,-1,-1,9
 LAZ,KNN,-1,-1,chebyshev,11,0.6640253565768621,70,-1,-1,7,61
 LAZ,ZR,-1,-1,0,0,0.5435816164817749,70,-1,-1,-1,9
 LAZ,SVM,-1,-1,linear,10,0.5553772070626003,80,0.5,-1,-1,35
 LAZ,KNN,-1,-1,hamming,12,0.5024077046548957,80,-1,-1,9,56
 LAZ,ZR,-1,-1,0,0,0.5264847512038523,80,-1,-1,-1,26
 LAZ,SVM,-1,-1,linear,10,0.6195121951219512,90,0.5,-1,-1,48
 LAZ,KNN,-1,-1,canberra,15,0.6276422764227643,90,-1,-1,3,62
 LAZ,ZR,-1,-1,0,0,0.5577235772357724,90,-1,-1,-1,45
 LAZ,SVM,-1,-1,linear,10,0.586490939044481,100,0.5,-1,-1,53
 LAZ,KNN,-1,-1,euclidean,14,0.6375617792421746,100,-1,-1,5,63
 LAZ,ZR,-1,-1,0,0,0.5469522240527183,100,-1,-1,-1,57
 IX,SVM,-1,-1,linear,10,0.5742887249736565,10,0.5,-1,-1,6
 IX,KNN,-1,-1,chebyshev,12,0.6923076923076923,10,-1,-1,3,8
 IX,ZR,-1,-1,0,0,0.32771338250790305,10,-1,-1,-1,0
 IX,SVM,-1,-1,linear,10,0.5664187035069076,20,10,-1,-1,13
 IX,KNN,-1,-1,chebyshev,12,0.7534537725823592,20,-1,-1,3,18
 IX,ZR,-1,-1,0,0,0.4442082890541977,20,-1,-1,-1,18
 IX,SVM,-1,-1,linear,10,0.6077170418006431,30,100,-1,-1,7
 IX,KNN,-1,-1,euclidean,20,0.5969989281886388,30,-1,-1,11,13
 IX,ZR,-1,-1,0,0,0.4780278670953912,30,-1,-1,-1,1
 IX,SVM,-1,-1,linear,10,0.652972972972973,40,10,-1,-1,19
 IX,KNN,-1,-1,hamming,19,0.4864864864864865,40,-1,-1,7,32
 IX,ZR,-1,-1,0,0,0.49405405405405406,40,-1,-1,-1,18
 IX,SVM,-1,-1,linear,10,0.5572519083969466,50,100,-1,-1,18
 IX,KNN,-1,-1,chebyshev,12,0.7470010905125409,50,-1,-1,5,42
 IX,ZR,-1,-1,0,0,0.5452562704471101,50,-1,-1,-1,8
 IX,SVM,-1,-1,linear,10,0.5511551155115512,60,10,-1,-1,10
 IX,KNN,-1,-1,chebyshev,13,0.6501650165016502,60,-1,-1,5,50
 IX,ZR,-1,-1,0,0,0.5214521452145214,60,-1,-1,-1,11
 IX,SVM,-1,-1,linear,10,0.5427302996670367,70,10,-1,-1,28
 IX,KNN,-1,-1,manhattan,10,0.8013318534961155,70,-1,-1,3,54
 IX,ZR,-1,-1,0,0,0.532741398446171,70,-1,-1,-1,35
 IX,SVM,-1,-1,linear,10,0.5632698768197089,80,100,-1,-1,54
 IX,KNN,-1,-1,chebyshev,10,0.7569988801791714,80,-1,-1,3,53
 IX,ZR,-1,-1,0,0,0.5173572228443449,80,-1,-1,-1,53
 IX,SVM,-1,-1,linear,10,0.5468926553672316,90,5,-1,-1,48
 IX,KNN,-1,-1,braycurtis,13,0.6677966101694915,90,-1,-1,9,67
 IX,ZR,-1,-1,0,0,0.5062146892655367,90,-1,-1,-1,48
 IX,SVM,-1,-1,linear,10,0.5735461801596351,100,0.5,-1,-1,56
 IX,KNN,-1,-1,hamming,18,0.5028506271379704,100,-1,-1,7,67
 IX,ZR,-1,-1,0,0,0.5017103762827823,100,-1,-1,-1,62
