Stock,Algorithm,Estimators,Depth,Distance_function,No_of_features,Model_Score,Future_day,C,Our_test_score
 FRAC,RF,30,50,0,25,0.7123287671232876,40,-1,25
 FRAC,RF,10,10,0,25,0.676923076923077,50,-1,28
 FRAC,RF,10,10,0,10,0.7894736842105263,60,-1,50
 FRAC,RF,20,20,0,25,0.8163265306122449,70,-1,50
 FRAC,RF,40,50,0,20,0.8048780487804879,80,-1,59
 FRAC,RF,20,30,0,15,0.7878787878787878,90,-1,65
 FRAC,RF,30,30,0,25,0.72,100,-1,60
 KAI,RF,10,30,0,10,0.7525773195876289,10,-1,1
 KAI,RF,10,10,0,20,0.7224532224532224,20,-1,12
 KAI,RF,10,10,0,28,0.7547169811320755,30,-1,20
 KAI,RF,10,30,0,10,0.8107822410147991,40,-1,33
 KAI,RF,10,10,0,10,0.7494669509594882,50,-1,41
 KAI,RF,10,30,0,10,0.8290322580645161,60,-1,49
 KAI,RF,50,20,0,25,0.824295010845987,70,-1,57
 KAI,RF,10,10,0,25,0.7308533916849015,80,-1,37
 KAI,RF,40,20,0,28,0.8543046357615894,90,-1,59
 KAI,RF,10,20,0,15,0.8240534521158129,100,-1,66
 CO,RF,20,10,0,25,0.755877034358047,10,-1,7
 CO,RF,10,40,0,20,0.8220183486238533,20,-1,18
 CO,RF,10,20,0,15,0.8249534450651769,30,-1,27
 CO,RF,40,50,0,10,0.8620037807183365,40,-1,38
 CO,RF,10,40,0,15,0.8387715930902111,50,-1,23
 CO,RF,10,20,0,28,0.8284600389863548,60,-1,43
 CO,RF,10,40,0,10,0.8831683168316832,70,-1,49
 CO,RF,10,30,0,10,0.8792756539235412,80,-1,66
 CO,RF,50,50,0,10,0.8773006134969326,90,-1,66
 CO,RF,30,10,0,25,0.8627858627858628,100,-1,64
 AVNS,RF,30,20,0,10,0.8333333333333334,10,-1,8
 AVNS,RF,50,20,0,15,0.7623762376237624,20,-1,12
 AVNS,RF,10,40,0,10,0.8298969072164949,30,-1,20
 AVNS,RF,30,40,0,15,0.8602150537634409,40,-1,35
 AVNS,RF,10,20,0,10,0.8370786516853933,50,-1,22
 AVNS,RF,10,10,0,10,0.8117647058823529,60,-1,57
 AVNS,RF,10,30,0,20,0.845679012345679,70,-1,60
 AVNS,RF,30,40,0,20,0.8506493506493507,80,-1,62
 AVNS,RF,50,10,0,20,0.8561643835616438,90,-1,75
 AVNS,RF,10,50,0,20,0.8478260869565217,100,-1,83
 GGT,RF,10,10,0,10,0.8237113402061855,10,-1,10
 GGT,RF,10,10,0,10,0.7972972972972973,20,-1,11
 GGT,RF,50,10,0,10,0.839622641509434,30,-1,28
 GGT,RF,50,10,0,20,0.8731501057082452,40,-1,31
 GGT,RF,40,10,0,25,0.8347547974413646,50,-1,49
 GGT,RF,20,50,0,10,0.9172043010752688,60,-1,37
 GGT,RF,40,50,0,10,0.903470715835141,70,-1,64
 GGT,RF,30,30,0,10,0.9080962800875274,80,-1,57
 GGT,RF,10,30,0,25,0.8830022075055187,90,-1,42
 GGT,RF,10,40,0,20,0.8997772828507795,100,-1,56
 WIA,RF,10,10,0,10,0.9869621903520208,10,-1,10
 WIA,RF,10,10,0,10,0.9828722002635046,20,-1,20
 WIA,RF,10,10,0,10,0.9680426098535286,30,-1,30
 WIA,RF,10,10,0,10,0.9542395693135935,40,-1,40
 WIA,RF,10,10,0,10,0.9183673469387755,50,-1,41
 WIA,RF,10,50,0,20,0.9202200825309491,60,-1,55
 WIA,RF,10,20,0,10,0.9221140472878998,70,-1,26
 WIA,RF,10,10,0,10,0.9184247538677919,80,-1,25
 WIA,RF,10,10,0,10,0.9132290184921764,90,-1,61
 WIA,RF,10,10,0,10,0.8935251798561151,100,-1,98
 AU,RF,10,40,0,25,0.6422680412371135,10,-1,4
 AU,RF,10,10,0,10,0.7328482328482329,20,-1,20
 AU,RF,10,50,0,15,0.7641509433962265,30,-1,21
 AU,RF,50,20,0,10,0.8266384778012685,40,-1,32
 AU,RF,10,10,0,20,0.746268656716418,50,-1,35
 AU,RF,20,20,0,25,0.8053763440860215,60,-1,47
 AU,RF,50,30,0,28,0.8188720173535792,70,-1,35
 AU,RF,10,40,0,25,0.7975929978118161,80,-1,43
 AU,RF,40,40,0,15,0.8079470198675497,90,-1,67
 AU,RF,10,20,0,10,0.8207126948775055,100,-1,69
 VSM,RF,10,10,0,10,0.8333333333333334,10,-1,10
 VSM,RF,10,10,0,10,0.9056603773584906,20,-1,20
 VSM,RF,30,40,0,20,0.7755102040816326,30,-1,12
 VSM,RF,10,10,0,10,0.8777777777777778,40,-1,37
 VSM,RF,20,40,0,20,0.8658536585365854,50,-1,37
 VSM,RF,50,10,0,10,0.8918918918918919,60,-1,40
 VSM,RF,40,10,0,20,0.8787878787878788,70,-1,60
 VSM,RF,10,30,0,25,0.8448275862068966,80,-1,64
 VSM,RF,20,50,0,10,0.96,90,-1,53
 VSM,RF,30,40,0,25,0.9047619047619048,100,-1,66
 KT,RF,10,20,0,28,0.7381443298969073,10,-1,7
 KT,RF,40,40,0,15,0.8045738045738046,20,-1,19
 KT,RF,20,40,0,15,0.7966457023060797,30,-1,16
 KT,RF,10,10,0,10,0.7991543340380549,40,-1,40
 KT,RF,30,50,0,20,0.8560767590618337,50,-1,49
 KT,RF,10,50,0,25,0.8365591397849462,60,-1,46
 KT,RF,50,40,0,15,0.8806941431670282,70,-1,50
 KT,RF,40,50,0,20,0.8577680525164114,80,-1,58
 KT,RF,20,50,0,10,0.8719646799116998,90,-1,67
 KT,RF,20,10,0,15,0.811804008908686,100,-1,71
 MN,RF,20,20,0,28,0.7366946778711485,10,-1,3
 MN,RF,30,30,0,10,0.7879656160458453,20,-1,16
 MN,RF,30,20,0,10,0.8563049853372434,30,-1,25
 MN,RF,10,30,0,28,0.8078078078078078,40,-1,30
 MN,RF,10,10,0,10,0.8153846153846154,50,-1,40
 MN,RF,10,30,0,28,0.807570977917981,60,-1,45
 MN,RF,10,20,0,25,0.8446601941747572,70,-1,46
 MN,RF,10,20,0,15,0.8305647840531561,80,-1,46
 MN,RF,20,10,0,28,0.8225255972696246,90,-1,60
 MN,RF,10,30,0,28,0.8771929824561403,100,-1,66
 KMT,RF,10,10,0,20,0.6639175257731958,10,-1,8
 KMT,RF,10,30,0,25,0.7557172557172557,20,-1,15
 KMT,RF,10,40,0,25,0.8092243186582809,30,-1,22
 KMT,RF,20,30,0,10,0.8329809725158562,40,-1,29
 KMT,RF,20,10,0,20,0.7899786780383795,50,-1,39
 KMT,RF,10,40,0,10,0.8333333333333334,60,-1,46
 KMT,RF,40,20,0,15,0.8850325379609545,70,-1,65
 KMT,RF,40,40,0,15,0.8643326039387309,80,-1,60
 KMT,RF,10,50,0,15,0.8498896247240618,90,-1,62
 KMT,RF,50,30,0,28,0.8574610244988864,100,-1,78
 SMLP,RF,20,20,0,10,0.7507987220447284,10,-1,9
 SMLP,RF,10,10,0,10,0.7475409836065574,20,-1,17
 SMLP,RF,10,20,0,10,0.8148148148148148,30,-1,28
 SMLP,RF,10,10,0,15,0.8062283737024222,40,-1,34
 SMLP,RF,10,30,0,28,0.8256227758007118,50,-1,35
 SMLP,RF,20,20,0,25,0.8498168498168498,60,-1,49
 SMLP,RF,10,30,0,10,0.8490566037735849,70,-1,61
 SMLP,RF,10,30,0,25,0.8365758754863813,80,-1,58
 SMLP,RF,50,40,0,10,0.8473895582329317,90,-1,58
 SMLP,RF,20,10,0,10,0.8547717842323651,100,-1,71
 ET,RF,10,50,0,10,0.7869415807560137,10,-1,5
 ET,RF,10,50,0,15,0.7907514450867053,20,-1,6
 ET,RF,30,20,0,25,0.868144690781797,30,-1,26
 ET,RF,20,30,0,15,0.8598351001177856,40,-1,22
 ET,RF,10,50,0,25,0.8644470868014269,50,-1,34
 ET,RF,10,10,0,10,0.8331332533013205,60,-1,49
 ET,RF,10,20,0,25,0.8581818181818182,70,-1,62
 ET,RF,10,10,0,25,0.817625458996328,80,-1,67
 ET,RF,20,20,0,28,0.857849196538937,90,-1,75
 ET,RF,30,50,0,10,0.8938826466916354,100,-1,73
 CUZ,RF,10,50,0,15,0.797938144329897,10,-1,2
 CUZ,RF,30,30,0,15,0.7941787941787942,20,-1,4
 CUZ,RF,10,20,0,10,0.8134171907756813,30,-1,15
 CUZ,RF,10,50,0,20,0.8340380549682875,40,-1,30
